,Restaurant Name,Negative Sentiment,Positive Sentiment,Address
4833,Facebook Shahi Chotpoti House,13,7,"Dhaka, Bangladesh"
4834,Fadak Food,18,2,"Dhaka, Bangladesh"
4835,Fahim's Kitchen,15,5,"Dhaka, Bangladesh"
4836,Fahima's Kitchen,10,10,"Dhaka, Bangladesh"
4837,Fahimer Shushadu Chotpoti And Fuchka,1,19,"Dhaka, Bangladesh"
4838,Fahmida's Kitchen,19,1,"Dhaka, Bangladesh"
4839,Fahmuda's Kitchen,19,1,"Dhaka, Bangladesh"
4840,Faiha Food Service,5,15,"Dhaka, Bangladesh"
4841,Faija's Kitchen,7,13,"Dhaka, Bangladesh"
4842,Fairy Wings Kitchen,18,2,"Dhaka, Bangladesh"
4843,Faith Dining,16,4,"Dhaka, Bangladesh"
4844,Faiyaz Home Kitchen,15,5,"Dhaka, Bangladesh"
4845,Faiza Coffee House,3,17,"Dhaka, Bangladesh"
4846,Faiza Food Island,13,7,"Dhaka, Bangladesh"
4847,Faiza's Kitchen,15,5,"Dhaka, Bangladesh"
4848,Faizane Madina Biryani House - Boba Biryani,3,17,"Geneva camp 1st Gate, Mohammadpur, Dhaka 1207, 1207 Dhaka"
4889,Faizane Modina Chotpoti House,13,7,"Dhaka, Bangladesh"
4890,Faizas Coffee & Juice Bar,3,17,"Dhaka, Bangladesh"
4891,Fajitas - Elephant Road,18,2,"Dhaka, Bangladesh"
4892,Falafel,3,17,"Dhaka, Bangladesh"
4893,Faloodaology- Khulna,4,16,"Dhaka, Bangladesh"
4894,Families Kitchen,8,12,"Dhaka, Bangladesh"
4895,Family Dine,1,19,"Dhaka, Bangladesh"
4896,Family Dine Restaurant,8,12,"Dhaka, Bangladesh"
4897,Family Food Corner - PandaGo,1,19,"Dhaka, Bangladesh"
4898,Family Foods,3,17,"Dhaka, Bangladesh"
4899,Family Fried Chicken - FFC,19,1,"Dhaka, Bangladesh"
4900,Family Homemade Kitchen,5,15,"Dhaka, Bangladesh"
4901,Family Kitchen,3,17,"Dhaka, Bangladesh"
4902,Famous Fuchka & Chotpoti,7,13,"Dhaka, Bangladesh"
4903,Famous Kacchi & Biryani- Mirpur,12,8,"Dhaka, Bangladesh"
4904,Famous Sweets - Bashundhara,1,19,"Dhaka, Bangladesh"
4905,Fancy Fatman,19,1,"Dhaka, Bangladesh"
4906,Fancy Food,8,12,"Dhaka, Bangladesh"
4907,Fancy Meat & Fry,20,0,"Dhaka, Bangladesh"
4908,Fancy's Home Kitchen,2,18,"Dhaka, Bangladesh"
4909,Fantastic Burger,4,16,"Dhaka, Bangladesh"
4910,Fantasy Burger,5,15,"Dhaka, Bangladesh"
4911,Fantasy Food,4,16,"Dhaka, Bangladesh"
4912,Fantasy Hotel and Restaurant,1,19,"Dhaka, Bangladesh"
4913,Fantasy Pizza,9,11,"Dhaka, Bangladesh"
4914,Farah's Kitchen,1,19,"Dhaka, Bangladesh"
4915,Farha's Kitchen,16,4,"Dhaka, Bangladesh"
4916,Farhan Diya Food's Corner,7,13,"Dhaka, Bangladesh"
4917,Farhan Kitchen,17,3,"Dhaka, Bangladesh"
4918,Farhana Fuchka & Snacks,18,2,"Dhaka, Bangladesh"
4919,Farhana Home Food,16,4,"Dhaka, Bangladesh"
4920,Farhana's Home Kitchen,4,16,"Dhaka, Bangladesh"
4921,Farhana's Kitchen,7,13,"Dhaka, Bangladesh"
4922,Farhanaâ€™s Cuisine,12,8,"Dhaka, Bangladesh"
4923,Farhanaâ€™s Kitchen,6,14,"Dhaka, Bangladesh"
4924,Farhanâ€™s Ranna Ghor,12,8,"Dhaka, Bangladesh"
4925,Farhin's Kitchen,17,3,"Dhaka, Bangladesh"
4926,Fariha's Kitchen,4,16,"Dhaka, Bangladesh"
4927,Farishta's Cooking,7,13,"Dhaka, Bangladesh"
4928,Fariyaâ€™s Cook Book,3,17,"Dhaka, Bangladesh"
4929,Farjana  Cake House,15,5,"Dhaka, Bangladesh"
4930,Farjana Cake House,13,7,"Dhaka, Bangladesh"
4931,Farjana's Homemade Food BD,13,7,"Dhaka, Bangladesh"
4932,Farjana's Kitchen,1,19,"Dhaka, Bangladesh"
4933,Farjana's Kitchen - Uttara,14,6,"Dhaka, Bangladesh"
4934,Farmgate Restaurant,8,12,"Dhaka, Bangladesh"
4935,Farmhouse Burger,12,8,"Dhaka, Bangladesh"
4936,Faruk Food Corner,15,5,"Dhaka, Bangladesh"
4937,Faruqia Bakery & Sweets,8,12,"Dhaka, Bangladesh"
4938,Faruque & Son's Food Corner,20,0,"Dhaka, Bangladesh"
4939,Farzana's Cooking Gallery,15,5,"Dhaka, Bangladesh"
4940,Farzana's Cooking Zone,9,11,"Dhaka, Bangladesh"
4941,Farzana's Home Kitchen,14,6,"Dhaka, Bangladesh"
4942,Farzana's Kitchen,18,2,"Dhaka, Bangladesh"
4943,Farzi Cafe Dhaka,8,12,"Dhaka, Bangladesh"
4944,Farzuâ€™s Kitchen,3,17,"Dhaka, Bangladesh"
4945,Fashion Recipe,7,13,"Dhaka, Bangladesh"
4946,Fast & Fresh - Chittagong,1,19,"Dhaka, Bangladesh"
4947,Fast & Furious,10,10,"Dhaka, Bangladesh"
4948,Fast Food & Good,11,9,"Dhaka, Bangladesh"
4949,Fast Food Gallery,13,7,"Dhaka, Bangladesh"
4950,Fast Food House -Kishoregonj,8,12,"Dhaka, Bangladesh"
4951,Fast Food King,5,15,"Dhaka, Bangladesh"
4952,Fast Food and Mini Chinese,17,3,"Dhaka, Bangladesh"
4953,Fast N Food,8,12,"Dhaka, Bangladesh"
4954,Fast N Fresh,7,13,"Dhaka, Bangladesh"
4955,Fast Taste,18,2,"Dhaka, Bangladesh"
4956,Fat Boy Pies (Picnic),20,0,"Dhaka, Bangladesh"
4957,Fat Chef,10,10,"Dhaka, Bangladesh"
4958,Fat Crumbs,11,9,"Dhaka, Bangladesh"
4959,Fat Food,10,10,"Dhaka, Bangladesh"
4960,Fat Joe's,2,18,"Dhaka, Bangladesh"
4961,Fatama's Cook Zone,9,11,"Dhaka, Bangladesh"
4962,Fatema Chop House,10,10,"Dhaka, Bangladesh"
4963,Fatema Cuisine,15,5,"Dhaka, Bangladesh"
4964,Fatema's Kitchen,5,15,"Dhaka, Bangladesh"
4965,Fatemaâ€™s Kitchen,18,2,"Dhaka, Bangladesh"
4966,Father's Kitchen,20,0,"Dhaka, Bangladesh"
4967,Fatiha Bhat Ghor,18,2,"Dhaka, Bangladesh"
4968,Fatman Burger,12,8,"Dhaka, Bangladesh"
4969,Fatso,9,11,"Dhaka, Bangladesh"
4970,Fattah's Food,19,1,"Dhaka, Bangladesh"
4971,Fatty Bro's,18,2,"Dhaka, Bangladesh"
4972,Fatty Burger,4,16,"Dhaka, Bangladesh"
4973,Favorite Cuisines,7,13,"Dhaka, Bangladesh"
4974,Faysal Hotel,4,16,"Dhaka, Bangladesh"
4975,Fazlul Haque Mushroom Food Corner,2,18,"Dhaka, Bangladesh"
4976,Feast & Fiesta,11,9,"Dhaka, Bangladesh"
4977,Feed Me,12,8,"Dhaka, Bangladesh"
4978,Feed Treat,11,9,"Dhaka, Bangladesh"
4979,Feel Eat,9,11,"Dhaka, Bangladesh"
4980,Feel Food,15,5,"Dhaka, Bangladesh"
4981,Feel Hungry,5,15,"Dhaka, Bangladesh"
4982,Feel N Chill,20,0,"Dhaka, Bangladesh"
4983,Feni Cake Shop- pandago,7,13,"Dhaka, Bangladesh"
4984,Feni Food Catering House,8,12,"Dhaka, Bangladesh"
4985,Feni Hotel & Restaruant,20,0,"Dhaka, Bangladesh"
4986,Feni Iftar Bazar,12,8,"Dhaka, Bangladesh"
4987,Feni Kitchen,9,11,"Dhaka, Bangladesh"
4988,Feni Nabab Biryani House - Trunk Road,20,0,"Dhaka, Bangladesh"
4989,Ferdausi's Kitchen - Aftabnagar,8,12,"Dhaka, Bangladesh"
4990,Ferdous Kitchen,3,17,"Dhaka, Bangladesh"
4991,Feroza's Kitchen,3,17,"Dhaka, Bangladesh"
4992,FiF Restaurant & Party Center,1,19,"Dhaka, Bangladesh"
4993,Fiddlehead Restaurant,13,7,"Dhaka, Bangladesh"
4994,Fill,12,8,"Dhaka, Bangladesh"
4995,Fill'iz,17,3,"Dhaka, Bangladesh"
4996,Filmy Cafe,15,5,"Dhaka, Bangladesh"
4997,Finger Bites,16,4,"Dhaka, Bangladesh"
4998,Finger Licks Cafe,1,19,"Dhaka, Bangladesh"
4999,Fiore Rooftop,6,14,"Dhaka, Bangladesh"
5000,Fire Burger House,18,2,"Dhaka, Bangladesh"
5001,Fire Club Pizza,4,16,"Dhaka, Bangladesh"
5002,Fire House,11,9,"Dhaka, Bangladesh"
5003,Fire Station,17,3,"Dhaka, Bangladesh"
5004,Firoja Cooking House,19,1,"Dhaka, Bangladesh"
5005,Fish Fish,8,12,"Dhaka, Bangladesh"
5006,Fish Food Gallery,10,10,"Dhaka, Bangladesh"
5007,Fish n Meat - Banasree,10,10,"Dhaka, Bangladesh"
5008,Fishebella - GEC,18,2,"Dhaka, Bangladesh"
5009,Fisher Village & Fast Food,5,15,"Dhaka, Bangladesh"
5010,Fit Foods,10,10,"Dhaka, Bangladesh"
5011,Fitfoods - Kazipara,2,18,"Dhaka, Bangladesh"
5012,Fitfoods- Ahmedpur,8,12,"Dhaka, Bangladesh"
5013,Five Sisters Fast Food,3,17,"Dhaka, Bangladesh"
5014,Five Sisters- Jallarpar,2,18,"Dhaka, Bangladesh"
5015,Five Star,2,18,"Dhaka, Bangladesh"
5016,Five Star (Fried Chicken Palace),10,10,"Dhaka, Bangladesh"
5017,Five Star Bhaat Ghar,5,15,"Dhaka, Bangladesh"
5018,Five Star Burger & Pizza House,9,11,"Dhaka, Bangladesh"
5019,Five Star Chinese Restaurant,19,1,"Dhaka, Bangladesh"
5020,Five Star Restora,20,0,"Dhaka, Bangladesh"
5021,Five Star- Goran,10,10,"Dhaka, Bangladesh"
5022,Fizan's Burger Shop,8,12,"Dhaka, Bangladesh"
5023,Flame Express,4,16,"Dhaka, Bangladesh"
5024,Flame On,12,8,"Dhaka, Bangladesh"
5025,Flame On Sky,20,0,"Dhaka, Bangladesh"
5026,Flame On Sky - 2,14,6,"Dhaka, Bangladesh"
5027,Flamer Den Bashundhara,16,4,"Dhaka, Bangladesh"
5028,Flamer Den Kalshi,2,18,"Dhaka, Bangladesh"
5029,Flamer Den Sylhet,12,8,"Dhaka, Bangladesh"
5030,Flancos,12,8,"Dhaka, Bangladesh"
5031,Flavio,18,2,"Dhaka, Bangladesh"
5032,Flavor of Thai-Gulshan 2,12,8,"Dhaka, Bangladesh"
5033,Flavors Unlimited,1,19,"Dhaka, Bangladesh"
5034,Flavors of Bethuli,16,4,"Dhaka, Bangladesh"
5035,Flavour E Fire,19,1,"Dhaka, Bangladesh"
5036,Flavour Log Restaurant & Catering,14,6,"Dhaka, Bangladesh"
5037,Flavours (Home Foodies),20,0,"Dhaka, Bangladesh"
5038,Flavours Cafe & Restaurant,15,5,"Dhaka, Bangladesh"
5039,Flavours Castle,3,17,"Dhaka, Bangladesh"
5040,Flavours N Feast,7,13,"Dhaka, Bangladesh"
5041,Florence Kitchen,18,2,"Dhaka, Bangladesh"
5042,Florentine,2,18,"Dhaka, Bangladesh"
5043,Flour Pun,17,3,"Dhaka, Bangladesh"
5044,FnF Pastry Shop,12,8,"Dhaka, Bangladesh"
5045,FnF Restaurant - Gopalganj,14,6,"Dhaka, Bangladesh"
5046,Foddies,6,14,"Dhaka, Bangladesh"
5047,Food  Bomb,7,13,"Dhaka, Bangladesh"
5048,Food & Feel Cafe,8,12,"Dhaka, Bangladesh"
5049,Food & Fun,8,12,"Dhaka, Bangladesh"
5050,Food & Fun Pastry Shop,4,16,"Dhaka, Bangladesh"
5051,Food 4 U,17,3,"Dhaka, Bangladesh"
5052,Food ATM,8,12,"Dhaka, Bangladesh"
5053,Food Addict,3,17,"Dhaka, Bangladesh"
5054,Food Addicts Lounge,18,2,"Dhaka, Bangladesh"
5055,Food Adora,6,14,"Dhaka, Bangladesh"
5056,Food Affairs,5,15,"Dhaka, Bangladesh"
5057,Food Amore,3,17,"Dhaka, Bangladesh"
5058,Food Avenue - Chittagong,1,19,"Dhaka, Bangladesh"
5059,Food Avenue Rooftop,12,8,"Dhaka, Bangladesh"
5060,Food Bari,19,1,"Dhaka, Bangladesh"
5061,Food Beauty,9,11,"Dhaka, Bangladesh"
5062,Food Blast,18,2,"Dhaka, Bangladesh"
5063,Food Box,12,8,"Dhaka, Bangladesh"
5064,Food Box - Mirpur,12,8,"Dhaka, Bangladesh"
5065,Food Box By Suma,3,17,"Dhaka, Bangladesh"
5066,Food Bunker,5,15,"Dhaka, Bangladesh"
5067,Food Burger House - Shahjadpur,18,2,"Ga-31 Shahjadpur Gulshan close to Cambrian College Dhaka-1212, 1212 Dhaka"
5080,Food Burger House- Mirpur,18,2,"Dhaka, Bangladesh"
5081,Food Buzz,8,12,"Dhaka, Bangladesh"
5082,Food Buzzz - Cox's Bazar,16,4,"Dhaka, Bangladesh"
5083,Food Cab,7,13,"Dhaka, Bangladesh"
5084,Food Cage Cafe,7,13,"Dhaka, Bangladesh"
5085,Food Campus Live Music Cafe,3,17,"Dhaka, Bangladesh"
5086,Food Capital,8,12,"Dhaka, Bangladesh"
5087,Food Care Plus  Fast food & Chinese,14,6,"Dhaka, Bangladesh"
5088,Food Care Plus Restaurant,20,0,"Dhaka, Bangladesh"
5089,Food Carnival - Bogra,18,2,"Dhaka, Bangladesh"
5090,Food Cart,17,3,"Dhaka, Bangladesh"
5091,Food Castle,20,0,"Dhaka, Bangladesh"
5092,Food Center,5,15,"Dhaka, Bangladesh"
5093,Food Chain Restaurant,19,1,"Dhaka, Bangladesh"
5094,Food Chef,2,18,"Dhaka, Bangladesh"
5095,Food Chemistry,14,6,"Dhaka, Bangladesh"
5096,Food Chicck,10,10,"Dhaka, Bangladesh"
5097,Food Choice - Bagerhat,13,7,"Dhaka, Bangladesh"
5098,Food Choice Restaurant,12,8,"Dhaka, Bangladesh"
5099,Food Circle,7,13,"Dhaka, Bangladesh"
5100,Food Circle-Barisal,17,3,"Dhaka, Bangladesh"
5101,Food City,2,18,"Dhaka, Bangladesh"
5102,Food City - Nazira Bazar,18,2,"Dhaka, Bangladesh"
5103,Food City Restaurant,6,14,"Dhaka, Bangladesh"
5104,Food City â€“ Live Pizza & Burger,19,1,"Dhaka, Bangladesh"
5105,Food Closet,11,9,"Dhaka, Bangladesh"
5106,Food Club,11,9,"Dhaka, Bangladesh"
5107,Food Club Fuchka,2,18,"Dhaka, Bangladesh"
5108,Food Cockpit,2,18,"Dhaka, Bangladesh"
5109,Food Combo Plus,12,8,"Dhaka, Bangladesh"
5110,Food Corner,18,2,"Dhaka, Bangladesh"
5111,Food Corridor,20,0,"Dhaka, Bangladesh"
5112,Food Cottage,8,12,"Dhaka, Bangladesh"
5113,Food Court-Kazipara,18,2,"Dhaka, Bangladesh"
5114,Food Cravings By Faiza's Mom,13,7,"Dhaka, Bangladesh"
5115,Food Crush,6,14,"Dhaka, Bangladesh"
5116,Food Delight,8,12,"Dhaka, Bangladesh"
5117,Food Dining,20,0,"Dhaka, Bangladesh"
5118,Food Divine - ECB,3,17,"Dhaka, Bangladesh"
5119,Food Door Cafe & Restaurant,17,3,"Dhaka, Bangladesh"
5120,Food Engineering,16,4,"Dhaka, Bangladesh"
5121,Food Engineering - Branch 2,3,17,"Dhaka, Bangladesh"
5122,Food Express,6,14,"Dhaka, Bangladesh"
5123,Food Express - Tongi,8,12,"Dhaka, Bangladesh"
5124,Food Express BD,13,7,"Dhaka, Bangladesh"
5125,Food Factory,19,1,"Dhaka, Bangladesh"
5126,Food Factory - Bhola,2,18,"Dhaka, Bangladesh"
5127,Food Factory - Gazipur,17,3,"Dhaka, Bangladesh"
5128,Food Factory Chittagong,7,13,"Dhaka, Bangladesh"
5129,Food Fair,1,19,"Dhaka, Bangladesh"
5130,Food Fair Chinese Restaurant,5,15,"Dhaka, Bangladesh"
5131,Food Fantasy,10,10,"Dhaka, Bangladesh"
5132,Food Fantasy - Bogra,9,11,"Dhaka, Bangladesh"
5133,Food Feast By Mohua,20,0,"Dhaka, Bangladesh"
5134,Food Fest,4,16,"Dhaka, Bangladesh"
5135,Food Festive,10,10,"Dhaka, Bangladesh"
5136,Food Fete,18,2,"Dhaka, Bangladesh"
5137,Food Fiesta,10,10,"Dhaka, Bangladesh"
5138,Food Fiesta - Chittagong,1,19,"Dhaka, Bangladesh"
5139,Food Fiesta Kebab & Biryani,10,10,"Dhaka, Bangladesh"
5140,Food Five Star,14,6,"Dhaka, Bangladesh"
5141,Food Fountain,17,3,"Dhaka, Bangladesh"
5142,Food Freak,10,10,"Dhaka, Bangladesh"
5143,Food From Kitchen,20,0,"Dhaka, Bangladesh"
5144,Food Galaxy,2,18,"Dhaka, Bangladesh"
5145,Food Galaxy - Uttara,1,19,"Dhaka, Bangladesh"
5146,Food Gallery,6,14,"Dhaka, Bangladesh"
5147,Food Gallery - Savar,11,9,"Dhaka, Bangladesh"
5148,Food Gallery - Tilagor,10,10,"Dhaka, Bangladesh"
5149,Food Gallery Fast Food & Restaurant,11,9,"Dhaka, Bangladesh"
5150,Food Gallery Hotel & Biryani House,6,14,"Dhaka, Bangladesh"
5151,Food Gang - ECB,15,5,"Dhaka, Bangladesh"
5152,Food Garage - Tangail,18,2,"Dhaka, Bangladesh"
5153,Food Garden,4,16,"Dhaka, Bangladesh"
5154,Food Garden - Ishwardi,1,19,"Dhaka, Bangladesh"
5155,Food Garden - Kamrangirchar,16,4,"Dhaka, Bangladesh"
5156,Food Garden - Khulna,14,6,"Dhaka, Bangladesh"
5157,Food Garden-Ahsan Ahamed road,1,19,"Dhaka, Bangladesh"
5158,Food Ghor,7,13,"Dhaka, Bangladesh"
5159,Food Hawker,14,6,"Dhaka, Bangladesh"
5160,Food Heart,3,17,"Dhaka, Bangladesh"
5161,Food Hearted,5,15,"Dhaka, Bangladesh"
5162,Food Heaven,13,7,"Dhaka, Bangladesh"
5163,Food Heaven - Chittagong,10,10,"Dhaka, Bangladesh"
5164,Food Heaven - Dhanmondi,14,6,"Dhaka, Bangladesh"
5165,Food Home - Dinajpur,11,9,"Dhaka, Bangladesh"
5166,Food Home Fried Chicken,18,2,"Dhaka, Bangladesh"
5167,Food House,18,2,"Dhaka, Bangladesh"
5168,Food House Restaurant,19,1,"Dhaka, Bangladesh"
5169,Food Hub,1,19,"Dhaka, Bangladesh"
5170,Food Hunt,16,4,"Dhaka, Bangladesh"
5171,Food Hunt - Uttara,12,8,"Dhaka, Bangladesh"
5172,Food Hunter,17,3,"Dhaka, Bangladesh"
5173,Food Hunter Tong,12,8,"Dhaka, Bangladesh"
5174,Food Hut,18,2,"Dhaka, Bangladesh"
5175,Food Hut - Joydebpur,1,19,"Dhaka, Bangladesh"
5176,Food Hut - Sylhet,12,8,"Dhaka, Bangladesh"
5177,Food Hut Restaurant - Chorpara,17,3,"Dhaka, Bangladesh"
5178,Food In,15,5,"Dhaka, Bangladesh"
5179,Food Island,18,2,"Dhaka, Bangladesh"
5180,Food Island - Dhanmondi,2,18,"Dhaka, Bangladesh"
5181,Food King,16,4,"Dhaka, Bangladesh"
5182,Food King - Barisal,7,13,"Dhaka, Bangladesh"
5183,Food Kitchen Restaurant,19,1,"Dhaka, Bangladesh"
5184,Food Koly,3,17,"Dhaka, Bangladesh"
5185,Food Kraft,15,5,"Dhaka, Bangladesh"
5186,Food Lab,6,14,"Dhaka, Bangladesh"
5187,Food Lab - Dhanmondi,18,2,"Dhaka, Bangladesh"
5188,Food Lab - Feni,13,7,"Dhaka, Bangladesh"
5189,Food Land,18,2,"Dhaka, Bangladesh"
5190,Food Land Cafe,4,16,"Dhaka, Bangladesh"
5191,Food Land Cafe - Biryani & Kebab House,18,2,"Dhaka, Bangladesh"
5192,Food Land Chinese Restaurant,12,8,"Dhaka, Bangladesh"
5193,Food Land Restaurant,8,12,"Dhaka, Bangladesh"
5194,Food Leader - Palli Bidyut,13,7,"Dhaka, Bangladesh"
5195,Food Like India,20,0,"Dhaka, Bangladesh"
5196,Food Lounge,13,7,"Dhaka, Bangladesh"
5197,Food Love,12,8,"Dhaka, Bangladesh"
5198,Food Lover,15,5,"Dhaka, Bangladesh"
5199,Food Lover Kitchen,7,13,"Dhaka, Bangladesh"
5200,Food Lovers,19,1,"Dhaka, Bangladesh"
5201,Food Lovers - Savar,4,16,"Dhaka, Bangladesh"
5202,Food Lovers Heaven - Mirpur,18,2,"Dhaka, Bangladesh"
5203,Food Lovers Restaurant,15,5,"Dhaka, Bangladesh"
5204,Food Madness,2,18,"Dhaka, Bangladesh"
5205,Food Mahal,11,9,"Dhaka, Bangladesh"
5206,Food Marine,4,16,"Dhaka, Bangladesh"
5207,Food Mart,6,14,"Dhaka, Bangladesh"
5208,Food Mart - 1,12,8,"Dhaka, Bangladesh"
5209,Food Mart Restaurant - Nabinagar,20,0,"Dhaka, Bangladesh"
5210,Food Master,1,19,"Dhaka, Bangladesh"
5211,Food Mate,15,5,"Dhaka, Bangladesh"
5212,Food Melodies,4,16,"Dhaka, Bangladesh"
5213,Food Mobile,10,10,"Dhaka, Bangladesh"
5214,Food Mohol,5,15,"Dhaka, Bangladesh"
5215,Food Mohol Restaurant & Cafe,3,17,"Dhaka, Bangladesh"
5216,Food Mohol and Biryani House,19,1,"Dhaka, Bangladesh"
5217,Food Moments,19,1,"Dhaka, Bangladesh"
5218,Food Mood,16,4,"Dhaka, Bangladesh"
5219,Food N Bite Express BD,4,16,"Dhaka, Bangladesh"
5220,Food Ninja,17,3,"Dhaka, Bangladesh"
5221,Food Nocturnal,4,16,"Dhaka, Bangladesh"
5222,Food O'Clock,7,13,"Dhaka, Bangladesh"
5223,Food O'Clock  Gowrango Bazar,3,17,"Dhaka, Bangladesh"
5224,Food Ocean,11,9,"Dhaka, Bangladesh"
5225,Food Orchid,1,19,"Dhaka, Bangladesh"
5226,Food Packer,16,4,"Dhaka, Bangladesh"
5227,Food Palace,17,3,"House No. SWF 4/A, Road No. 1, Gulshan 1 (Northern Gate of Dr. Fazle Rabbi Park & Near to Niketon Gate 1), Dhaka, 1212 Dhaka"
5243,Food Palace - Gulshan,14,6,"Dhaka, Bangladesh"
5244,Food Palace - Mirpur -12,15,5,"Dhaka, Bangladesh"
5245,Food Palace Chinese Restaurant,10,10,"Dhaka, Bangladesh"
5246,Food Paradise,12,8,"Dhaka, Bangladesh"
5247,Food Park,15,5,"Dhaka, Bangladesh"
5248,Food Park - Joydebpur,17,3,"Dhaka, Bangladesh"
5249,Food Park Cafe -04,11,9,"Dhaka, Bangladesh"
5250,Food Park Restaurant,2,18,"Dhaka, Bangladesh"
5251,Food Park Stall -10,14,6,"Dhaka, Bangladesh"
5252,Food Park Stall-5 ( QQ FORMOSA & SMOOTHIE ),10,10,"Dhaka, Bangladesh"
5253,Food Path,7,13,"Dhaka, Bangladesh"
5254,Food Peon,17,3,"Dhaka, Bangladesh"
5255,Food Peyala,17,3,"Dhaka, Bangladesh"
5256,Food Picasso,16,4,"Dhaka, Bangladesh"
5257,Food Place Home kitchen,18,2,"Dhaka, Bangladesh"
5258,Food Place- Shwapno,2,18,"Dhaka, Bangladesh"
5259,Food Planet Restaurant,17,3,"Dhaka, Bangladesh"
5260,Food Plate,18,2,"Dhaka, Bangladesh"
5261,Food Point,12,8,"Dhaka, Bangladesh"
5262,Food Point - Khulna,8,12,"Dhaka, Bangladesh"
5263,Food Pool,14,6,"Dhaka, Bangladesh"
5264,Food Portal,6,14,"Dhaka, Bangladesh"
5265,Food Quest by Bridget,15,5,"Dhaka, Bangladesh"
5266,Food Rapido - City Centre,20,0,"Dhaka, Bangladesh"
5267,Food Republic,17,3,"Dhaka, Bangladesh"
5268,Food Restaurant,10,10,"Dhaka, Bangladesh"
5269,Food River,15,5,"Dhaka, Bangladesh"
5270,Food Road,2,18,"Dhaka, Bangladesh"
5271,Food Safari - 1,7,13,"Dhaka, Bangladesh"
5272,Food Sahaba,13,7,"Dhaka, Bangladesh"
5273,Food Siesta,7,13,"Dhaka, Bangladesh"
5274,Food Splendor,14,6,"Dhaka, Bangladesh"
5275,Food Squad,10,10,"Dhaka, Bangladesh"
5276,Food Station,7,13,"Dhaka, Bangladesh"
5277,Food Stories,10,10,"Dhaka, Bangladesh"
5278,Food Storm,14,6,"Dhaka, Bangladesh"
5279,Food Studio,2,18,"Dhaka, Bangladesh"
5280,Food Studio-  Fuska Walla,9,11,"Dhaka, Bangladesh"
5281,Food Studio-Mama Noura,11,9,"Dhaka, Bangladesh"
5282,Food Superior,19,1,"Dhaka, Bangladesh"
5283,Food Tawam- pandago,10,10,"Dhaka, Bangladesh"
5284,Food Temptation - Kumarpara,4,16,"Dhaka, Bangladesh"
5285,Food Terminal,8,12,"Dhaka, Bangladesh"
5286,Food Terminal - Mirpur,13,7,"Dhaka, Bangladesh"
5287,Food Theatre,18,2,"Dhaka, Bangladesh"
5288,Food Time - Mymensingh,5,15,"Dhaka, Bangladesh"
5289,Food Times,15,5,"Dhaka, Bangladesh"
5290,Food Train & Juice Bar,1,19,"Dhaka, Bangladesh"
5291,Food Tray,3,17,"Dhaka, Bangladesh"
5292,Food Trip Restaurant,19,1,"Dhaka, Bangladesh"
5293,Food Truck,1,19,"Dhaka, Bangladesh"
5294,Food Truck BBQ & Grill,17,3,"Dhaka, Bangladesh"
5295,Food Valley (Pastry Shop),16,4,"Dhaka, Bangladesh"
5296,Food Valley Cafe,9,11,"Dhaka, Bangladesh"
5297,Food Valley Chinese & Fast Food Restaurant,3,17,"Dhaka, Bangladesh"
5298,Food View,2,18,"Dhaka, Bangladesh"
5299,Food Villa,13,7,"Dhaka, Bangladesh"
5300,Food Villa Bangla,20,0,"Dhaka, Bangladesh"
5301,Food Villa LK,9,11,"Dhaka, Bangladesh"
5302,Food Village,18,2,"Dhaka, Bangladesh"
5303,Food Village Restaurant,18,2,"Dhaka, Bangladesh"
5304,Food World,12,8,"Dhaka, Bangladesh"
5305,Food Zone,14,6,"Dhaka, Bangladesh"
5306,Food Zone - Andarkilla,17,3,"Dhaka, Bangladesh"
5307,Food Zone - Chittagong,15,5,"Dhaka, Bangladesh"
5308,Food Zone - pandago,9,11,"Dhaka, Bangladesh"
5309,Food Zone 0.2,17,3,"Dhaka, Bangladesh"
5310,Food Zone Fast Food - Tongi,6,14,"Dhaka, Bangladesh"
5311,Food and Beverage Company,11,9,"Dhaka, Bangladesh"
5312,Food and Spice,6,14,"Dhaka, Bangladesh"
5313,Food and chotpoti house,16,4,"Dhaka, Bangladesh"
5314,Food for Family,11,9,"Dhaka, Bangladesh"
5315,Food in Oven,4,16,"Dhaka, Bangladesh"
5316,Food'e,20,0,"Dhaka, Bangladesh"
5317,Food's City,9,11,"Dhaka, Bangladesh"
5318,FoodFnf,14,6,"Dhaka, Bangladesh"
5319,FoodLab,14,6,"Dhaka, Bangladesh"
5320,FoodMarket by 7 Dayz,18,2,"Dhaka, Bangladesh"
5321,FoodMini,6,14,"Dhaka, Bangladesh"
5322,Foodani Fastfood & Restaurant,6,14,"Dhaka, Bangladesh"
5323,Foodbank - Madaripur,12,8,"Dhaka, Bangladesh"
5324,Foodbite,8,12,"Dhaka, Bangladesh"
5325,Foodbook Home Kitchen,16,4,"Dhaka, Bangladesh"
5326,Foodbox,11,9,"Dhaka, Bangladesh"
5327,Foodedo,12,8,"Dhaka, Bangladesh"
5328,Foodela Home Kitchen Delivery (pandago),17,3,"Dhaka, Bangladesh"
5329,Foodhatt,14,6,"Dhaka, Bangladesh"
5330,Foodhut - Banasree,14,6,"Dhaka, Bangladesh"
5331,Foodi Food Corner,13,7,"Dhaka, Bangladesh"
